"gene","mate","read_id","pair_id","n_hsps","qstart_union","qend_union","aa_covered_by_read","sstart_union","send_union","best_pident","best_evalue","best_bitscore"
"POLIB","R2","SRR7910035.10242160","SRR7910035.10242160",1,"1167","1259",93,"1","279",88.172,5.01e-46,167
"POLIB","R1","SRR7910035.10243392","SRR7910035.10243392",1,"486","566",81,"30","275",48.78,6.36e-16,81.3
"ATPF1A","R1","SRR7910035.10244022","SRR7910035.10244022",1,"290","389",100,"1","300",100,4.94e-64,211
"ATPF1A","R2","SRR7910035.10244022","SRR7910035.10244022",1,"228","327",100,"1","300",96,2.71e-59,198
"ATOM40","R2","SRR7910035.10245422","SRR7910035.10245422",1,"231","329",99,"3","299",94.949,1.11e-57,188
"ATPF1G","R1","SRR7910035.10247643","SRR7910035.10247643",1,"1","81",81,"57","299",100,1.27e-49,166
"ATPF1G","R2","SRR7910035.10247643","SRR7910035.10247643",1,"41","139",99,"3","299",96.97,2.53e-65,206
"ATPF1A","R1","SRR7910035.10248970","SRR7910035.10248970",1,"291","389",99,"1","297",96.97,6.93e-60,200
"ATPF1A","R2","SRR7910035.10248970","SRR7910035.10248970",1,"375","474",100,"1","300",70,7.72e-33,127
"ATPF1A","R1","SRR7910035.10249422","SRR7910035.10249422",1,"118","216",99,"3","299",100,4.45e-60,200
"ATPF1A","R2","SRR7910035.10249422","SRR7910035.10249422",1,"239","338",100,"1","300",96,1.5e-60,202
"POLIB","R1","SRR7910035.10252464","SRR7910035.10252464",1,"1128","1224",97,"5","301",40.404,1.25e-14,77.8
"POLIB","R2","SRR7910035.10252464","SRR7910035.10252464",1,"1102","1198",97,"5","301",48.485,2.45e-22,99.8
"ATOM40","R1","SRR7910035.10253672","SRR7910035.10253672",1,"259","351",93,"21","299",100,2.92e-60,194
"ATOM40","R2","SRR7910035.10253672","SRR7910035.10253672",1,"228","326",99,"2","298",94.949,4.64e-58,189
"POLIB","R1","SRR7910035.10254835","SRR7910035.10254835",1,"360","457",98,"3","296",94.898,4.5e-53,187
"POLIB","R2","SRR7910035.10254835","SRR7910035.10254835",1,"187","275",89,"5","271",52.809,4.76e-20,93.2
"ATPF1A","R1","SRR7910035.10256312","SRR7910035.10256312",1,"129","206",78,"2","235",100,2.86e-44,158
"ATPF1A","R2","SRR7910035.10256312","SRR7910035.10256312",1,"129","206",78,"1","234",96.154,6.33e-41,149
"ATPF1A","R1","SRR7910035.10258631","SRR7910035.10258631",1,"162","261",100,"1","300",100,2.38e-60,201
"ATPF1A","R2","SRR7910035.10258631","SRR7910035.10258631",1,"94","193",100,"2","301",90,7.17e-53,181
"POLIB","R2","SRR7910035.10260473","SRR7910035.10260473",1,"1086","1167",82,"22","261",44.578,1.69e-13,74.3
"ATPF1A","R1","SRR7910035.10261085","SRR7910035.10261085",1,"286","384",99,"2","298",97.98,4.99e-61,203
"ATPF1A","R2","SRR7910035.10261085","SRR7910035.10261085",1,"188","284",97,"1","291",91.753,2.81e-50,174
"POLIB","R1","SRR7910035.10261386","SRR7910035.10261386",1,"324","422",99,"3","299",98.99,1.79e-59,205
"POLIB","R2","SRR7910035.10261386","SRR7910035.10261386",1,"434","533",100,"1","300",93,5.18e-58,201
"POLIB","R1","SRR7910035.10266153","SRR7910035.10266153",1,"495","567",73,"16","237",50,4.95e-15,79
"ATPF1A","R1","SRR7910035.10268116","SRR7910035.10268116",1,"104","202",99,"3","299",100,2.31e-60,201
"ATPF1A","R2","SRR7910035.10268116","SRR7910035.10268116",1,"70","166",97,"3","293",95.876,6.59e-55,187
"TAC102","R1","SRR7910035.10269729","SRR7910035.10269729",1,"766","864",99,"2","298",100,3.79e-39,147
"TAC102","R2","SRR7910035.10269729","SRR7910035.10269729",1,"733","789",57,"44","214",98.246,4e-25,107
"ATPF1A","R1","SRR7910035.10270774","SRR7910035.10270774",1,"341","440",100,"2","301",96,3.03e-56,190
"ATPF1A","R2","SRR7910035.10270774","SRR7910035.10270774",1,"262","360",99,"3","299",83.838,2.28e-46,164
"POLIB","R1","SRR7910035.10275318","SRR7910035.10275318",1,"1086","1146",61,"3","179",58.065,2.58e-12,71.2
"ATPF1A","R1","SRR7910035.10276172","SRR7910035.10276172",1,"1","74",74,"37","258",98.649,3.77e-18,86.3
"ATPF1A","R2","SRR7910035.10276172","SRR7910035.10276172",1,"1","74",74,"2","223",100,5.71e-18,86.3
"ATPF1G","R1","SRR7910035.10277307","SRR7910035.10277307",1,"154","251",98,"3","296",97.959,5.99e-62,197
"ATPF1A","R2","SRR7910035.10278501","SRR7910035.10278501",1,"501","584",84,"2","253",98.81,9.93e-52,178
"ATPF1A","R1","SRR7910035.10278682","SRR7910035.10278682",1,"407","505",99,"3","299",100,3.95e-61,203
"ATPF1A","R2","SRR7910035.10278682","SRR7910035.10278682",1,"438","534",97,"3","293",97.938,9.93e-60,199
"ATPF1A","R1","SRR7910035.1027870","SRR7910035.1027870",1,"42","119",78,"66","299",100,2.84e-46,164
"ATPF1A","R2","SRR7910035.1027870","SRR7910035.1027870",1,"60","158",99,"1","297",96.97,8.99e-58,194
"ATPF1G","R1","SRR7910035.10278748","SRR7910035.10278748",1,"215","305",91,"29","301",100,3.47e-57,185
"ATPF1G","R2","SRR7910035.10278748","SRR7910035.10278748",1,"173","271",99,"3","299",95.96,1.98e-60,193
"ATPF1G","R1","SRR7910035.10279944","SRR7910035.10279944",1,"232","305",74,"79","300",82.432,3.34e-32,121
"ATPF1G","R2","SRR7910035.10279944","SRR7910035.10279944",1,"111","207",97,"3","293",55.67,1.11e-21,94
"ATPF1A","R1","SRR7910035.10280734","SRR7910035.10280734",1,"280","379",100,"1","300",99,9.62e-63,207
"ATPF1A","R2","SRR7910035.10280734","SRR7910035.10280734",1,"241","339",99,"3","299",89.899,2.48e-54,185
"POLIB","R1","SRR7910035.10281642","SRR7910035.10281642",1,"120","218",99,"3","299",96.97,9.59e-57,197
"POLIB","R2","SRR7910035.10281642","SRR7910035.10281642",1,"168","265",98,"1","294",86.735,1.02e-49,177
"ATPF1A","R1","SRR7910035.10281952","SRR7910035.10281952",1,"130","196",67,"3","203",100,1.79e-36,136
"ATPF1A","R2","SRR7910035.10281952","SRR7910035.10281952",1,"130","196",67,"2","202",98.507,2.42e-35,133
"POLIB","R1","SRR7910035.10283963","SRR7910035.10283963",1,"1126","1220",95,"7","297",41.237,4.72e-15,79
"POLIB","R2","SRR7910035.10283963","SRR7910035.10283963",1,"1086","1151",66,"78","275",62.121,6.49e-22,98.6
"POLIB","R1","SRR7910035.10285680","SRR7910035.10285680",1,"1267","1363",97,"6","296",42.268,1.09e-19,92
"POLIB","R2","SRR7910035.10285680","SRR7910035.10285680",1,"1267","1363",97,"3","293",41.237,2.88e-18,88.2
"ATPF1A","R1","SRR7910035.1028747","SRR7910035.1028747",1,"192","290",99,"3","299",100,1.87e-59,199
"ATPF1A","R2","SRR7910035.1028747","SRR7910035.1028747",1,"206","305",100,"1","300",95,7.13e-58,194
"POLIB","R2","SRR7910035.10287666","SRR7910035.10287666",1,"1","89",89,"3","269",98.876,2.01e-52,185
"POLIB","R1","SRR7910035.10288085","SRR7910035.10288085",1,"1071","1170",100,"1","300",100,9.01e-52,183
"POLIB","R2","SRR7910035.10288085","SRR7910035.10288085",1,"1117","1216",100,"1","300",100,1.4e-60,208
"ATPF1A","R1","SRR7910035.10288506","SRR7910035.10288506",1,"506","584",79,"2","238",100,9.51e-48,168
"ATOM40","R1","SRR7910035.10290809","SRR7910035.10290809",1,"9","108",100,"2","301",99,7.81e-54,178
"ATOM40","R2","SRR7910035.10290809","SRR7910035.10290809",1,"1","64",64,"109","300",70.312,7.52e-21,92.4
"ATPF1G","R1","SRR7910035.10291408","SRR7910035.10291408",1,"126","224",99,"2","298",98.99,7.79e-66,207
"ATPF1G","R2","SRR7910035.10291408","SRR7910035.10291408",1,"1","87",87,"41","301",96.552,3.32e-52,172
"POLIB","R1","SRR7910035.10294016","SRR7910035.10294016",1,"721","819",99,"3","299",98.99,8.61e-59,203
"POLIB","R2","SRR7910035.10294016","SRR7910035.10294016",1,"740","838",99,"1","297",94.949,1.44e-54,191
"ATPF1G","R1","SRR7910035.10298330","SRR7910035.10298330",1,"205","304",100,"1","300",100,8.04e-64,202
"ATPF1G","R2","SRR7910035.10298330","SRR7910035.10298330",1,"112","211",100,"1","300",98,4.33e-66,208
"POLIB","R2","SRR7910035.10300822","SRR7910035.10300822",1,"486","567",82,"24","272",48.193,4.61e-16,81.6
"POLIB","R1","SRR7910035.10301783","SRR7910035.10301783",1,"1086","1146",61,"2","178",58.065,1.59e-12,71.6
"POLIB","R2","SRR7910035.10306818","SRR7910035.10306818",1,"1","42",42,"3","128",100,4.08e-19,90.5
"ATPF1A","R2","SRR7910035.1030690","SRR7910035.1030690",1,"1","83",83,"3","251",98.795,2.46e-25,107
"ATPF1A","R1","SRR7910035.10306957","SRR7910035.10306957",1,"42","139",98,"7","300",100,7.62e-60,200
"ATPF1A","R2","SRR7910035.10306957","SRR7910035.10306957",1,"100","198",99,"1","297",93.939,6.64e-54,184
"TAC102","R2","SRR7910035.10307632","SRR7910035.10307632",1,"872","951",80,"3","242",100,1.74e-37,142
"TAC102","R1","SRR7910035.10309194","SRR7910035.10309194",1,"67","166",100,"1","300",100,5.46e-60,206
"TAC102","R2","SRR7910035.10309194","SRR7910035.10309194",1,"1","89",89,"33","299",94.382,1.57e-47,171
"POLIB","R1","SRR7910035.10310696","SRR7910035.10310696",1,"1086","1180",95,"3","284",45.361,9.54e-17,83.6
"POLIB","R1","SRR7910035.10312200","SRR7910035.10312200",1,"1086","1167",82,"4","243",48.193,5.4e-15,79
"ATPF1A","R1","SRR7910035.10314500","SRR7910035.10314500",1,"138","237",100,"1","300",100,4.4e-60,200
"ATPF1A","R2","SRR7910035.10314500","SRR7910035.10314500",1,"217","315",99,"3","299",75.758,1.27e-43,157
"ATPF1A","R1","SRR7910035.1031579","SRR7910035.1031579",1,"249","348",100,"2","301",99,1.85e-62,207
"ATPF1A","R2","SRR7910035.1031579","SRR7910035.1031579",1,"295","394",100,"2","301",96,2.46e-59,198
"ATPF1A","R1","SRR7910035.10315997","SRR7910035.10315997",1,"128","226",99,"3","299",98.99,1.75e-58,196
"ATPF1A","R2","SRR7910035.10315997","SRR7910035.10315997",1,"58","157",100,"2","301",96,1.25e-56,191
"TAC102","R1","SRR7910035.10317351","SRR7910035.10317351",1,"2","98",97,"1","291",98.969,6.12e-57,197
"ATPF1A","R1","SRR7910035.10320865","SRR7910035.10320865",1,"251","350",100,"1","300",100,1.44e-63,209
"ATPF1A","R2","SRR7910035.10320865","SRR7910035.10320865",1,"435","533",99,"2","298",93.939,1.53e-56,191
"POLIB","R1","SRR7910035.10321167","SRR7910035.10321167",1,"498","587",90,"10","300",42.268,3.17e-14,76.6
"ATOM40","R2","SRR7910035.10322351","SRR7910035.10322351",1,"1","72",72,"3","218",97.222,1.81e-40,144
"POLIB","R1","SRR7910035.10323554","SRR7910035.10323554",1,"1086","1146",61,"5","181",58.065,4.28e-12,70.5
"POLIB","R2","SRR7910035.10325506","SRR7910035.10325506",1,"1086","1153",68,"18","221",60.294,1.41e-21,97.4
"ATPF1A","R1","SRR7910035.10326635","SRR7910035.10326635",1,"1","76",76,"73","300",100,1.16e-19,90.9
"ATPF1A","R2","SRR7910035.10326635","SRR7910035.10326635",1,"83","181",99,"3","299",89.899,7.71e-51,176
"ATPF1A","R1","SRR7910035.10327226","SRR7910035.10327226",1,"311","410",100,"2","301",99,1.06e-59,199
"ATPF1A","R2","SRR7910035.10327226","SRR7910035.10327226",1,"386","485",100,"1","300",95,1.04e-57,194
"TAC102","R1","SRR7910035.10330268","SRR7910035.10330268",1,"48","146",99,"3","299",100,4.13e-60,206
"TAC102","R2","SRR7910035.10330268","SRR7910035.10330268",1,"1","63",63,"112","300",95.238,2.65e-31,124
"POLIB","R2","SRR7910035.10331594","SRR7910035.10331594",1,"1132","1224",93,"3","287",40,2.12e-13,74.3
"ATPF1A","R1","SRR7910035.10332077","SRR7910035.10332077",1,"104","203",100,"1","300",97,4.53e-58,195
"ATPF1A","R2","SRR7910035.10332077","SRR7910035.10332077",1,"48","147",100,"2","301",93,6.73e-55,187
"ATPF1A","R2","SRR7910035.10333758","SRR7910035.10333758",1,"496","584",89,"2","268",98.876,1.87e-55,188
"POLIB","R1","SRR7910035.10334303","SRR7910035.10334303",1,"906","1004",99,"2","298",96.97,1.77e-56,197
"POLIB","R2","SRR7910035.10334303","SRR7910035.10334303",1,"780","878",99,"3","299",94.949,6.11e-54,189
"TAC102","R1","SRR7910035.10334997","SRR7910035.10334997",1,"733","824",92,"3","278",97.826,6.71e-29,117
"TAC102","R2","SRR7910035.10334997","SRR7910035.10334997",1,"609","648",40,"1","120",97.5,5.07e-15,78.2
"ATPF1B","R1","SRR7910035.10335305","SRR7910035.10335305",1,"213","311",99,"3","299",98.99,3.49e-62,204
"ATPF1B","R2","SRR7910035.10335305","SRR7910035.10335305",1,"61","160",100,"1","300",92,9.35e-56,187
"POLIB","R1","SRR7910035.10335829","SRR7910035.10335829",1,"562","660",99,"3","299",100,6.2e-57,198
"POLIB","R2","SRR7910035.10335829","SRR7910035.10335829",1,"474","572",99,"1","297",94.949,2.2e-59,205
"ATPF1A","R1","SRR7910035.10336100","SRR7910035.10336100",1,"480","579",100,"1","300",100,6.05e-65,213
"ATPF1A","R2","SRR7910035.10336100","SRR7910035.10336100",1,"467","565",99,"3","299",100,2.67e-64,211
"ATOM40","R1","SRR7910035.10336738","SRR7910035.10336738",1,"1","97",97,"10","300",89.691,3.02e-45,156
"ATOM40","R2","SRR7910035.10336738","SRR7910035.10336738",1,"166","263",98,"3","296",60.204,1.33e-26,107
"ATPF1G","R1","SRR7910035.10337326","SRR7910035.10337326",1,"1","73",73,"80","298",100,1.12e-42,148
"ATPF1G","R2","SRR7910035.10337326","SRR7910035.10337326",1,"10","109",100,"2","301",98,1.11e-64,204
"ATPF1A","R1","SRR7910035.10337845","SRR7910035.10337845",1,"235","334",100,"1","300",99,1.98e-62,206
"ATPF1A","R2","SRR7910035.10337845","SRR7910035.10337845",1,"303","404",102,"1","300",94.118,2.53e-55,188
"TAC102","R1","SRR7910035.10338335","SRR7910035.10338335",1,"92","178",87,"2","262",100,1e-51,182
"TAC102","R2","SRR7910035.10338335","SRR7910035.10338335",1,"116","213",98,"3","296",97.959,2.01e-48,173
"TAC102","R1","SRR7910035.1033845","SRR7910035.1033845",1,"462","560",99,"2","298",94.949,3.67e-54,189
"TAC102","R2","SRR7910035.1033845","SRR7910035.1033845",1,"402","501",100,"1","300",95,2.86e-56,195
"TAC102","R1","SRR7910035.10338936","SRR7910035.10338936",1,"363","462",100,"2","301",100,5.6e-59,202
"TAC102","R2","SRR7910035.10338936","SRR7910035.10338936",1,"303","401",99,"3","299",93.939,7.27e-54,188
"POLIB","R1","SRR7910035.10339406","SRR7910035.10339406",1,"303","402",100,"2","301",100,8.91e-62,212
"POLIB","R2","SRR7910035.10339406","SRR7910035.10339406",1,"196","295",100,"1","300",99,1.39e-60,208
"TAC102","R1","SRR7910035.10340574","SRR7910035.10340574",1,"582","638",57,"3","173",98.246,1.23e-28,115
"TAC102","R2","SRR7910035.10340574","SRR7910035.10340574",1,"582","638",57,"2","172",98.246,1.23e-28,115
"POLIB","R1","SRR7910035.10340932","SRR7910035.10340932",1,"1224","1322",99,"3","299",100,2.84e-62,213
"POLIB","R2","SRR7910035.10340932","SRR7910035.10340932",1,"1299","1398",100,"1","300",98,2.25e-58,202
"ATPF1G","R1","SRR7910035.10345010","SRR7910035.10345010",1,"97","195",99,"1","297",97.98,1.92e-65,206
"ATPF1G","R2","SRR7910035.10345010","SRR7910035.10345010",1,"143","242",100,"2","301",98,1.94e-63,201
"ATPF1A","R1","SRR7910035.10346026","SRR7910035.10346026",1,"276","375",100,"1","300",98,1.66e-61,204
"ATPF1A","R2","SRR7910035.10346026","SRR7910035.10346026",1,"367","465",99,"2","298",89.899,1.35e-49,173
"POLIB","R1","SRR7910035.10347166","SRR7910035.10347166",1,"991","1089",99,"2","298",100,1.1e-49,177
"POLIB","R2","SRR7910035.10347166","SRR7910035.10347166",1,"1115","1213",99,"3","299",87.879,1.69e-50,180
"POLIB","R1","SRR7910035.10351509","SRR7910035.10351509",1,"338","436",99,"3","299",98.99,1.38e-59,206
"POLIB","R2","SRR7910035.10351509","SRR7910035.10351509",1,"362","461",100,"2","301",98,8.09e-58,201
"POLIB","R1","SRR7910035.10352574","SRR7910035.10352574",1,"1094","1190",97,"3","299",52.525,6.54e-24,104
"ATPF1A","R1","SRR7910035.10356516","SRR7910035.10356516",1,"158","257",100,"1","300",100,4.17e-60,201
"ATPF1A","R2","SRR7910035.10356516","SRR7910035.10356516",1,"53","150",98,"3","296",92.857,1.11e-52,181
"POLIB","R1","SRR7910035.10356920","SRR7910035.10356920",1,"1259","1358",100,"2","301",99,1.39e-61,211
"POLIB","R2","SRR7910035.10356920","SRR7910035.10356920",1,"1167","1265",99,"2","298",94.949,3.43e-57,199
"POLIB","R2","SRR7910035.10357322","SRR7910035.10357322",1,"1106","1200",95,"1","291",46.392,3.26e-19,90.9
"ATPF1G","R1","SRR7910035.10357496","SRR7910035.10357496",1,"233","305",73,"83","301",100,2e-42,147
"ATPF1G","R2","SRR7910035.10357496","SRR7910035.10357496",1,"117","216",100,"1","300",97,1.3e-65,206
"ATPF1B","R1","SRR7910035.10358279","SRR7910035.10358279",1,"379","478",100,"1","300",100,6.53e-63,206
"ATPF1B","R2","SRR7910035.10358279","SRR7910035.10358279",1,"259","351",93,"3","281",100,3.52e-56,189
"TAC102","R1","SRR7910035.1035895","SRR7910035.1035895",1,"1","80",80,"1","240",98.75,2.76e-45,164
"ATPF1B","R1","SRR7910035.10360413","SRR7910035.10360413",1,"285","384",100,"2","301",98,3.23e-59,197
"ATPF1B","R2","SRR7910035.10360413","SRR7910035.10360413",1,"368","464",97,"3","293",97.938,2.08e-58,194
"POLIB","R2","SRR7910035.10361540","SRR7910035.10361540",1,"1281","1358",78,"2","235",39.744,1.24e-13,74.7
"POLIB","R1","SRR7910035.10361569","SRR7910035.10361569",1,"22","120",99,"3","299",100,7.13e-60,206
"POLIB","R2","SRR7910035.10361569","SRR7910035.10361569",1,"74","172",99,"3","299",98.99,1.63e-59,206
"ATPF1G","R1","SRR7910035.1036305","SRR7910035.1036305",1,"125","224",100,"1","300",97,8.93e-65,204
"ATPF1G","R2","SRR7910035.1036305","SRR7910035.1036305",1,"53","149",97,"3","293",93.814,8.52e-60,192
"TAC102","R1","SRR7910035.10369357","SRR7910035.10369357",1,"340","439",100,"1","300",100,1.41e-59,204
"TAC102","R2","SRR7910035.10369357","SRR7910035.10369357",1,"407","505",99,"2","298",95.96,7.39e-57,197
"ATPF1B","R2","SRR7910035.10369497","SRR7910035.10369497",1,"336","435",100,"1","300",92,4.17e-55,186
"POLIB","R1","SRR7910035.10372618","SRR7910035.10372618",1,"1361","1404",44,"169","300",97.727,1.26e-17,86.3
"POLIB","R2","SRR7910035.10372618","SRR7910035.10372618",1,"1280","1376",97,"2","292",96.907,4.19e-58,201
"ATPF1A","R1","SRR7910035.1037340","SRR7910035.1037340",1,"421","520",100,"1","300",100,4.78e-63,208
"POLIB","R1","SRR7910035.10374649","SRR7910035.10374649",1,"857","955",99,"3","299",100,1.14e-57,200
"POLIB","R2","SRR7910035.10374649","SRR7910035.10374649",1,"767","861",95,"3","287",92.632,7.11e-51,181
"TAC102","R2","SRR7910035.10375368","SRR7910035.10375368",1,"858","951",94,"1","282",90.426,2.63e-44,161
"ATPF1A","R1","SRR7910035.1037822","SRR7910035.1037822",1,"522","584",63,"112","300",100,8.73e-36,135
"ATPF1A","R2","SRR7910035.1037822","SRR7910035.1037822",1,"481","580",100,"1","300",96,3.5e-62,206
"ATPF1A","R1","SRR7910035.10380096","SRR7910035.10380096",1,"1","87",87,"1","261",100,2.96e-27,112
"ATPF1A","R1","SRR7910035.10381560","SRR7910035.10381560",1,"282","381",100,"1","300",100,7.8e-64,210
"ATPF1A","R2","SRR7910035.10381560","SRR7910035.10381560",1,"424","523",100,"1","300",89,4.16e-53,182
"POLIB","R1","SRR7910035.10381950","SRR7910035.10381950",1,"601","700",100,"1","300",100,5.73e-61,209
"POLIB","R2","SRR7910035.10381950","SRR7910035.10381950",1,"681","779",99,"3","299",95.96,1.51e-58,202
"ATPF1G","R1","SRR7910035.10383592","SRR7910035.10383592",1,"1","47",47,"161","301",100,5.87e-23,97.1
"ATPF1G","R2","SRR7910035.10383592","SRR7910035.10383592",1,"137","235",99,"3","299",92.929,5.12e-59,190
"POLIB","R1","SRR7910035.10385666","SRR7910035.10385666",1,"76","175",100,"1","300",100,7.52e-61,209
"POLIB","R2","SRR7910035.10385666","SRR7910035.10385666",1,"127","225",99,"3","299",93.939,7.21e-56,195
"ATPF1A","R1","SRR7910035.10391379","SRR7910035.10391379",1,"1","82",82,"1","246",100,2.53e-24,103
"ATPF1A","R1","SRR7910035.10392150","SRR7910035.10392150",1,"510","584",75,"3","227",100,6.41e-45,160
"POLIB","R1","SRR7910035.10393083","SRR7910035.10393083",1,"211","309",99,"3","299",100,2.04e-60,208
"POLIB","R2","SRR7910035.10393083","SRR7910035.10393083",1,"140","238",99,"3","299",89.899,4.57e-52,184
"ATPF1A","R1","SRR7910035.10394069","SRR7910035.10394069",1,"443","542",100,"2","301",99,1.57e-63,209
"ATPF1A","R2","SRR7910035.10394069","SRR7910035.10394069",1,"364","455",92,"2","277",94.565,2.7e-48,169
"TAC102","R1","SRR7910035.10406425","SRR7910035.10406425",1,"218","316",99,"3","299",97.98,6.52e-58,200
"TAC102","R2","SRR7910035.10406425","SRR7910035.10406425",1,"152","249",98,"1","294",74.49,1.67e-28,116
"ATPF1B","R1","SRR7910035.1040710","SRR7910035.1040710",1,"2","100",99,"2","298",100,6.76e-60,198
"ATPF1B","R2","SRR7910035.1040710","SRR7910035.1040710",1,"93","174",82,"52","297",98.78,9.55e-47,164
"POLIB","R1","SRR7910035.10409024","SRR7910035.10409024",1,"748","847",100,"1","300",100,4.7e-60,207
"POLIB","R2","SRR7910035.10409024","SRR7910035.10409024",1,"579","678",100,"2","301",96,7.75e-57,198
"POLIB","R1","SRR7910035.10411275","SRR7910035.10411275",1,"1","85",85,"1","255",100,1.46e-50,180
"POLIB","R1","SRR7910035.10411427","SRR7910035.10411427",1,"286","385",100,"2","301",99,4.72e-61,210
"POLIB","R2","SRR7910035.10411427","SRR7910035.10411427",1,"135","233",99,"3","299",77.778,2.8e-40,150
"POLIB","R1","SRR7910035.10411621","SRR7910035.10411621",1,"61","159",99,"3","299",100,5.87e-60,207
"POLIB","R2","SRR7910035.10411621","SRR7910035.10411621",1,"1","95",95,"16","300",93.684,1.25e-53,189
"ATOM40","R1","SRR7910035.10412262","SRR7910035.10412262",1,"27","125",99,"3","299",100,3.95e-54,179
"ATOM40","R2","SRR7910035.10412262","SRR7910035.10412262",1,"140","238",99,"1","297",93.939,1.02e-59,193
"ATPF1A","R2","SRR7910035.10415228","SRR7910035.10415228",1,"553","584",32,"2","97",100,3.93e-12,69.3
"ATPF1A","R1","SRR7910035.1041540","SRR7910035.1041540",1,"1","75",75,"2","226",100,1.59e-18,87.8
"ATPF1A","R2","SRR7910035.1041540","SRR7910035.1041540",1,"544","584",41,"2","124",100,3.52e-19,89.4
